Article,Cleaned,PresenceAbsence,Count,TF-IDF
"UK firm faces Venezuelan land row

Venezuelan authorities have said they will seize land owned by a British company as part of President Chavez's agrarian reform programme.

Officials in Cojedes state said on Friday that farmland owned by a subsidiary of the Vestey Group would be taken and used to settle poor farmers. The government is cracking down on so-called latifundios, or large rural estates, which it says are lying idle. The Vestey Group said it had not been informed of any planned seizure.

The firm, whose Agroflora subsidiary operates 13 farms in Venezuela, insisted that it had complied fully with Venezuelan law. Prosecutors in the south of the country have targeted Hato El Charcote, a beef cattle ranch owned by Agroflora. According to Reuters, they plan to seize 12,900 acres (5,200 hectares) from the 32,000 acre (13,000 hectare) farm.

Officials claim that Agroflora does not possess valid documents proving its ownership of the land in question. They also allege that areas of the ranch are not being used for any form of active production. ""The legal boundaries did not match up with the actual boundaries and there is surplus,"" state prosecutor Alexis Ortiz told Reuters. ""As a consequence the government has taken action.""

Controversial reforms passed in 2001 give the government the right to take control of private property if it is declared idle or ownership cannot be traced back to the 19th Century.

Critics say the powers - which President Chavez argues are needed to help the country's poorest citizens and develop the Venezuelan economy - trample all over private property rights. The Vestey Group said it had owned the land since 1920 and would co-operate fully with the authorities. But a spokesman added: ""Agroflora is absolutely confident that what it has submitted will demonstrate the legality of its title to the land."" The company pointed out that the farm, which employs 300 workers, provides meat solely for the Venezuelan market.

Last month, the government said it had identified more than 500 idle farms and had yet to consider the status of a further 40,000. The authorities said landowners whose titles were in order and whose farms were productive had ""nothing to fear"". Under President Chavez, the Venezuelan government has steadily expanded the state's involvement in the country's economy. It recently said all mining contracts involving foreign firms would be examined to ensure they provided sufficient economic benefits to the state.",uk firm faces venezuelan land row venezuelan authorities have said they will seize land owned by a british company as part of president chavez s agrarian reform programme officials in cojedes state said on friday that farmland owned by a subsidiary of the vestey group would be taken and used to settle poor farmers the government is cracking down on so called latifundios or large rural estates which it says are lying idle the vestey group said it had not been informed of any planned seizure the firm whose agroflora subsidiary operates 13 farms in venezuela insisted that it had complied fully with venezuelan law prosecutors in the south of the country have targeted hato el charcote a beef cattle ranch owned by agroflora according to reuters they plan to seize 12 900 acres 5 200 hectares from the 32 000 acre 13 000 hectare farm officials claim that agroflora does not possess valid documents proving its ownership of the land in question they also allege that areas of the ranch are not being used for any form of active production the legal boundaries did not match up with the actual boundaries and there is surplus state prosecutor alexis ortiz told reuters as a consequence the government has taken action controversial reforms passed in 2001 give the government the right to take control of private property if it is declared idle or ownership cannot be traced back to the 19th century critics say the powers which president chavez argues are needed to help the country s poorest citizens and develop the venezuelan economy trample all over private property rights the vestey group said it had owned the land since 1920 and would co operate fully with the authorities but a spokesman added agroflora is absolutely confident that what it has submitted will demonstrate the legality of its title to the land the company pointed out that the farm which employs 300 workers provides meat solely for the venezuelan market last month the government said it had identified more than 500 idle farms and had yet to consider the status of a further 40 000 the authorities said landowners whose titles were in order and whose farms were productive had nothing to fear under president chavez the venezuelan government has steadily expanded the state s involvement in the country s economy it recently said all mining contracts involving foreign firms would be examined to ensure they provided sufficient economic benefits to the state,4,0,4
"Apple iPod family expands market

Apple has expanded its iPod family with the release of its next generation of the digital music players.

Its latest challenges to the growing digital music gadget market include an iPod mini model which can hold 6GB compared to a previous 4GB. The company, which hopes to keep its dominant place in the digital music market, also said the gold coloured version of the mini would be dropped. A 30GB version has also been added to the iPod Photo family. The latest models have a longer battery life and their prices have been cut by an average of Â£40. The original iPod took an early lead in the digital music player market thanks to its large storage capacity and simple design.

During 2004 about 25 million portable players were sold, 10 million of which were Apple iPods. But analysts agree that the success is also down to its integration with the iTunes online store, which has given the company a 70% share of the legal download music market. Mike McGuire, a research director at analyst Gartner, told the BBC News website that Apple had done a good job in ""sealing off the market from competition"" so far. ""They have created a very seamless package which I think is the idea of the product - the design, function and the software are very impressive,"" he said. He added that the threat from others was always present, however. ""Creative, other Microsoft-partnered devices, Real, Sony and so on, are ratcheting up the marketing message and advertising,"" he said. Creative was very upbeat about how many of its Creative Zen players it had shipped by the end of last year, he said. Its second-generation models, like the Creative Zen Micro Photo, is due out in the summer. It will have 5GB of memory on board.

Digital music players are now the gadget of choice among young Americans, according to recent research by the Pew Internet and American Life Project. One in 10 US adults - 22 million people - now owns a digital music player of some sort. Sales of legally downloaded songs also rose more than tenfold in 2004, according to the record industry, with 200 million tracks bought online in the US and Europe in 12 months. The IFPI industry body said that the popularity of portable music players was behind the growth. Analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.

People are also starting to use them in novel ways. Some are combining automatic syncing functions many of them have with other net functions to automatically distribute DIY radio shows, called podcasts. But 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets. According to Mr McGuire, research suggests that people like the idea of building up huge libraries of music, which they can do with high-capacity storage devices, like iPods and Creative Zens. Mobiles do not yet have this capacity though, and there are issues about the ease of portability of mobile music. Mr McGuire said Apple was ensuring it kept a foot in the mobile music door with its recent deal with Motorola to produce a version of iTunes for Motorola phones.",apple ipod family expands market apple has expanded its ipod family with the release of its next generation of the digital music players its latest challenges to the growing digital music gadget market include an ipod mini model which can hold 6gb compared to a previous 4gb the company which hopes to keep its dominant place in the digital music market also said the gold coloured version of the mini would be dropped a 30gb version has also been added to the ipod photo family the latest models have a longer battery life and their prices have been cut by an average of â 40 the original ipod took an early lead in the digital music player market thanks to its large storage capacity and simple design during 2004 about 25 million portable players were sold 10 million of which were apple ipods but analysts agree that the success is also down to its integration with the itunes online store which has given the company a 70 share of the legal download music market mike mcguire a research director at analyst gartner told the bbc news website that apple had done a good job in sealing off the market from competition so far they have created a very seamless package which i think is the idea of the product the design function and the software are very impressive he said he added that the threat from others was always present however creative other microsoft partnered devices real sony and so on are ratcheting up the marketing message and advertising he said creative was very upbeat about how many of its creative zen players it had shipped by the end of last year he said its second generation models like the creative zen micro photo is due out in the summer it will have 5gb of memory on board digital music players are now the gadget of choice among young americans according to recent research by the pew internet and american life project one in 10 us adults 22 million people now owns a digital music player of some sort sales of legally downloaded songs also rose more than tenfold in 2004 according to the record industry with 200 million tracks bought online in the us and europe in 12 months the ifpi industry body said that the popularity of portable music players was behind the growth analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players people are also starting to use them in novel ways some are combining automatic syncing functions many of them have with other net functions to automatically distribute diy radio shows called podcasts but 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets according to mr mcguire research suggests that people like the idea of building up huge libraries of music which they can do with high capacity storage devices like ipods and creative zens mobiles do not yet have this capacity though and there are issues about the ease of portability of mobile music mr mcguire said apple was ensuring it kept a foot in the mobile music door with its recent deal with motorola to produce a version of itunes for motorola phones,4,3,0
"High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of Â£75m ($141m) compared with Â£125m a year earlier. Rod Eddington, BA's chief executive, said the results were ""respectable"" in a third quarter when fuel costs rose by Â£106m or 47.3%. BA's profits were still better than market expectation of Â£59m, and it expects a rise in full-year revenues.

To help offset the increased price of aviation fuel, BA last year introduced a fuel surcharge for passengers.

In October, it increased this from Â£6 to Â£10 one-way for all long-haul flights, while the short-haul surcharge was raised from Â£2.50 to Â£4 a leg. Yet aviation analyst Mike Powell of Dresdner Kleinwort Wasserstein says BA's estimated annual surcharge revenues - Â£160m - will still be way short of its additional fuel costs - a predicted extra Â£250m. Turnover for the quarter was up 4.3% to Â£1.97bn, further benefiting from a rise in cargo revenue. Looking ahead to its full year results to March 2005, BA warned that yields - average revenues per passenger - were expected to decline as it continues to lower prices in the face of competition from low-cost carriers. However, it said sales would be better than previously forecast. ""For the year to March 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" BA chairman Martin Broughton said. BA had previously forecast a 2% to 3% rise in full-year revenue.

It also reported on Friday that passenger numbers rose 8.1% in January. Aviation analyst Nick Van den Brul of BNP Paribas described BA's latest quarterly results as ""pretty modest"". ""It is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong,"" he said. Since the 11 September 2001 attacks in the United States, BA has cut 13,000 jobs as part of a major cost-cutting drive. ""Our focus remains on reducing controllable costs and debt whilst continuing to invest in our products,"" Mr Eddington said. ""For example, we have taken delivery of six Airbus A321 aircraft and next month we will start further improvements to our Club World flat beds."" BA's shares closed up four pence at 274.5 pence.",high fuel prices hit ba s profits british airways has blamed high fuel prices for a 40 drop in profits reporting its results for the three months to 31 december 2004 the airline made a pre tax profit of â 75m 141m compared with â 125m a year earlier rod eddington ba s chief executive said the results were respectable in a third quarter when fuel costs rose by â 106m or 47 3 ba s profits were still better than market expectation of â 59m and it expects a rise in full year revenues to help offset the increased price of aviation fuel ba last year introduced a fuel surcharge for passengers in october it increased this from â 6 to â 10 one way for all long haul flights while the short haul surcharge was raised from â 2 50 to â 4 a leg yet aviation analyst mike powell of dresdner kleinwort wasserstein says ba s estimated annual surcharge revenues â 160m will still be way short of its additional fuel costs a predicted extra â 250m turnover for the quarter was up 4 3 to â 1 97bn further benefiting from a rise in cargo revenue looking ahead to its full year results to march 2005 ba warned that yields average revenues per passenger were expected to decline as it continues to lower prices in the face of competition from low cost carriers however it said sales would be better than previously forecast for the year to march 2005 the total revenue outlook is slightly better than previous guidance with a 3 to 3 5 improvement anticipated ba chairman martin broughton said ba had previously forecast a 2 to 3 rise in full year revenue it also reported on friday that passenger numbers rose 8 1 in january aviation analyst nick van den brul of bnp paribas described ba s latest quarterly results as pretty modest it is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development however operating margins down and cost impact of fuel are very strong he said since the 11 september 2001 attacks in the united states ba has cut 13 000 jobs as part of a major cost cutting drive our focus remains on reducing controllable costs and debt whilst continuing to invest in our products mr eddington said for example we have taken delivery of six airbus a321 aircraft and next month we will start further improvements to our club world flat beds ba s shares closed up four pence at 274 5 pence,4,1,3
"Iran jails blogger for 14 years

An Iranian weblogger has been jailed for 14 years on charges of spying and aiding foreign counter-revolutionaries.

Arash Sigarchi was arrested last month after using his blog to criticise the arrest of other online journalists. Mr Sigarchi, who also edits a newspaper in northern Iran, was sentenced by a revolutionary court in the Gilan area. His sentence, criticised by human rights watchdog Reporters Without Borders, comes a day after an online ""day of action"" to secure his release. Iranian authorities have recently clamped down on the growing popularity of weblogs, restricting access to major blogging sites from within Iran. A second Iranian blogger, Motjaba Saminejad, who also used his website to report on bloggers' arrests, is still being held.

A spokesman for Reporters Without Borders, which tracks press freedom across the globe, described Mr Sigarchi's sentence as ""harsh"" and called on Iranian President Mohammed Khatami to work to secure his immediate release. ""The authorities are trying to make an example of him,"" the organisation said in a statement.

""By handing down this harsh sentence against a weblogger, their aim is to dissuade journalists and internet-users from expressing themselves online or contacting foreign media."" In the days before his arrest Mr Sigarchi gave interviews to the BBC Persian Service and the US-funded Radio Farda. Iranian authorities have arrested about 20 online journalists during the current crackdown. They accused Mr Sigarchi of a string of crimes against Iranian state, including espionage, insulting the founder of Iran's Islamic Republic, Ayatollah Ruhollah Khomenei, and current Supreme Leader Ayatollah Ali Khamenei. Mr Sigarchi's lawyer labelled the revolutionary court ""illegal and incompetent"" and called for a retrial in a public court.

Mr Sigarchi was sentenced one day after an online campaign highlighted his case in a day of action in defence of bloggers around the world.

The Committee to Protect Bloggers designated 22 February 2005 as Free Mojtaba and Arash Day. Around 10,000 people visited the campaign's website during the day. About 12% of users were based in Iran, the campaign's director told the BBC News website. Curt Hopkins said Mr Sigarchi's sentence would not dent the resolve of bloggers joining the campaign to help highlight the case. ""The eyes of 8 million bloggers are going to be more focused on Iran since Sigarchi's sentence, not less. ""The mullahs won't be able to make a move without it be spread across the blogosphere.""",iran jails blogger for 14 years an iranian weblogger has been jailed for 14 years on charges of spying and aiding foreign counter revolutionaries arash sigarchi was arrested last month after using his blog to criticise the arrest of other online journalists mr sigarchi who also edits a newspaper in northern iran was sentenced by a revolutionary court in the gilan area his sentence criticised by human rights watchdog reporters without borders comes a day after an online day of action to secure his release iranian authorities have recently clamped down on the growing popularity of weblogs restricting access to major blogging sites from within iran a second iranian blogger motjaba saminejad who also used his website to report on bloggers arrests is still being held a spokesman for reporters without borders which tracks press freedom across the globe described mr sigarchi s sentence as harsh and called on iranian president mohammed khatami to work to secure his immediate release the authorities are trying to make an example of him the organisation said in a statement by handing down this harsh sentence against a weblogger their aim is to dissuade journalists and internet users from expressing themselves online or contacting foreign media in the days before his arrest mr sigarchi gave interviews to the bbc persian service and the us funded radio farda iranian authorities have arrested about 20 online journalists during the current crackdown they accused mr sigarchi of a string of crimes against iranian state including espionage insulting the founder of iran s islamic republic ayatollah ruhollah khomenei and current supreme leader ayatollah ali khamenei mr sigarchi s lawyer labelled the revolutionary court illegal and incompetent and called for a retrial in a public court mr sigarchi was sentenced one day after an online campaign highlighted his case in a day of action in defence of bloggers around the world the committee to protect bloggers designated 22 february 2005 as free mojtaba and arash day around 10 000 people visited the campaign s website during the day about 12 of users were based in iran the campaign s director told the bbc news website curt hopkins said mr sigarchi s sentence would not dent the resolve of bloggers joining the campaign to help highlight the case the eyes of 8 million bloggers are going to be more focused on iran since sigarchi s sentence not less the mullahs won t be able to make a move without it be spread across the blogosphere,4,0,3
"India's rupee hits five-year high

India's rupee has hit a five-year high after Standard & Poor's (S&P) raised the country's foreign currency rating.

The rupee climbed to 43.305 per US dollar on Thursday, up from a close of 43.41. The currency has gained almost 1% in the past three sessions. S&P, which rates borrowers' creditworthiness, lifted India's rating by one notch to 'BB+'. With Indian assets now seen as less of a gamble, more cash is expected to flow into its markets, buoying the rupee.

""The upgrade is positive and basically people will use it as an excuse to come back to India,"" said Bhanu Baweja, a strategist at UBS. ""Money has moved out from India in the first two or three weeks of January into other markets like Korea and Thailand and this upgrade should lead to a reversal."" India's foreign currency rating is now one notch below investment grade, which starts at 'BBB-'. The increase has put it on the same level as Romania, Egypt and El Salvador, and one level below Russia.",india s rupee hits five year high india s rupee has hit a five year high after standard poor s s p raised the country s foreign currency rating the rupee climbed to 43 305 per us dollar on thursday up from a close of 43 41 the currency has gained almost 1 in the past three sessions s p which rates borrowers creditworthiness lifted india s rating by one notch to bb with indian assets now seen as less of a gamble more cash is expected to flow into its markets buoying the rupee the upgrade is positive and basically people will use it as an excuse to come back to india said bhanu baweja a strategist at ubs money has moved out from india in the first two or three weeks of january into other markets like korea and thailand and this upgrade should lead to a reversal india s foreign currency rating is now one notch below investment grade which starts at bbb the increase has put it on the same level as romania egypt and el salvador and one level below russia,4,1,2
"Versace art portfolio up for sale

The art collection of murdered fashion designer Gianni Versace could fetch up to Â£9m ($17m) when it is auctioned in New York and London later this year.

Among the pictures for sale are works by Roy Lichtenstein, Andy Warhol and Henri Matisse. The collection was housed at Versace's six-storey New York townhouse. The 51-year-old designer was shot outside his Florida home in 1997 by suspected serial killer Andrew Cunanan, who later killed himself. The auction, at Sotheby's, will feature 45 contemporary, impressionist and 19th Century paintings. One of the highlights of the sale is Roy Lichtenstein's Blue Nude which has been given an estimate of Â£1.8m ($3.4m).

Tobias Meyer, Sotheby's worldwide head of contemporary art, said: ""This collection reflects Mr Versace's wide-ranging taste and impeccable eye, and many of the works were commissioned directly from the artists. ""Outstanding later examples from champions of the Pop movement, such as Roy Lichtenstein, are juxtaposed with masterpieces from the most visible artists of the 1980's, including Jean-Michel Basquiat and the collaborative genius of Basquiat and Warhol, as well as Francesco Clemente."" Much of the collection will be offered for sale at three auctions in New York in June, with smaller contemporary paintings going under the hammer in London on 22 and 23 June. A sale of Versace's furniture and artworks sold in 2001fetched Â£5.5m ($10.3m).",versace art portfolio up for sale the art collection of murdered fashion designer gianni versace could fetch up to â 9m 17m when it is auctioned in new york and london later this year among the pictures for sale are works by roy lichtenstein andy warhol and henri matisse the collection was housed at versace s six storey new york townhouse the 51 year old designer was shot outside his florida home in 1997 by suspected serial killer andrew cunanan who later killed himself the auction at sotheby s will feature 45 contemporary impressionist and 19th century paintings one of the highlights of the sale is roy lichtenstein s blue nude which has been given an estimate of â 1 8m 3 4m tobias meyer sotheby s worldwide head of contemporary art said this collection reflects mr versace s wide ranging taste and impeccable eye and many of the works were commissioned directly from the artists outstanding later examples from champions of the pop movement such as roy lichtenstein are juxtaposed with masterpieces from the most visible artists of the 1980 s including jean michel basquiat and the collaborative genius of basquiat and warhol as well as francesco clemente much of the collection will be offered for sale at three auctions in new york in june with smaller contemporary paintings going under the hammer in london on 22 and 23 june a sale of versace s furniture and artworks sold in 2001fetched â 5 5m 10 3m,4,1,2
"IBM puts cash behind Linux push

IBM is spending $100m (Â£52m) over the next three years beefing up its commitment to Linux software.

The cash injection will be used to help its customers use Linux on every type of device from handheld computers and phones right up to powerful servers. IBM said the money will fund a variety of technical, research and marketing initiatives to boost Linux use. IBM said it had taken the step in response to greater customer demand for the open source software.

In 2004 IBM said it had seen double digit growth in the number of customers using Linux to help staff work together more closely. The money will be used to help this push towards greater collaboration and will add Linux-based elements to IBM's Workplace software. Workplace is a suite of programs and tools that allow workers to get at core business applications no matter what device they use to connect to corporate networks. One of the main focuses of the initiative will be to make it easier to use Linux-based desktop computers and mobile devices with Workplace. Even before IBM announced this latest spending boost it was one of the biggest advocates of the open source way of working. In 2001 it put $300m into a three-year Linux program and has produced Linux versions of many of its programs. Linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs. They reason that more open scrutiny of software produces better programs and fuels innovation.",ibm puts cash behind linux push ibm is spending 100m â 52m over the next three years beefing up its commitment to linux software the cash injection will be used to help its customers use linux on every type of device from handheld computers and phones right up to powerful servers ibm said the money will fund a variety of technical research and marketing initiatives to boost linux use ibm said it had taken the step in response to greater customer demand for the open source software in 2004 ibm said it had seen double digit growth in the number of customers using linux to help staff work together more closely the money will be used to help this push towards greater collaboration and will add linux based elements to ibm s workplace software workplace is a suite of programs and tools that allow workers to get at core business applications no matter what device they use to connect to corporate networks one of the main focuses of the initiative will be to make it easier to use linux based desktop computers and mobile devices with workplace even before ibm announced this latest spending boost it was one of the biggest advocates of the open source way of working in 2001 it put 300m into a three year linux program and has produced linux versions of many of its programs linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs they reason that more open scrutiny of software produces better programs and fuels innovation,4,1,0
"Mixed signals from French economy

The French economy picked up speed at the end of 2004, official figures show - but still looks set to have fallen short of the government's hopes.

According to state statistics body INSEE, growth for the three months to December was a seasonally-adjusted 0.7-0.8%, ahead of the 0.6% forecast. If confirmed, that would be the best quarterly showing since early 2002. It leaves GDP up 2.3% for the full year, but short of the 2.5% which the French government had predicted.

Despite the apparent shortfall in annual economic growth, the good quarterly figures - a so-called ""flash estimate"" - mark a continuing trend of improving indicators for the health of the French economy. The government is reiterating a 2.5% target for 2005, while the European Central Bank is making positive noises for the 12-nation eurozone as a whole. Also on Friday, France's industrial output for December was released, showing 0.7% growth. ""The numbers are good,"" said David Naude, economist at Deutsche Bank. ""They send a positive signal of a rebound in output... and open the way for a continuation in that trend into the New Year."" Service sector activity improved in January, hitting a seven-month high. But unemployment remains high at about 10%.",mixed signals from french economy the french economy picked up speed at the end of 2004 official figures show but still looks set to have fallen short of the government s hopes according to state statistics body insee growth for the three months to december was a seasonally adjusted 0 7 0 8 ahead of the 0 6 forecast if confirmed that would be the best quarterly showing since early 2002 it leaves gdp up 2 3 for the full year but short of the 2 5 which the french government had predicted despite the apparent shortfall in annual economic growth the good quarterly figures a so called flash estimate mark a continuing trend of improving indicators for the health of the french economy the government is reiterating a 2 5 target for 2005 while the european central bank is making positive noises for the 12 nation eurozone as a whole also on friday france s industrial output for december was released showing 0 7 growth the numbers are good said david naude economist at deutsche bank they send a positive signal of a rebound in output and open the way for a continuation in that trend into the new year service sector activity improved in january hitting a seven month high but unemployment remains high at about 10,4,1,2
"Jobs growth still slow in the US

The US created fewer jobs than expected in January, but a fall in jobseekers pushed the unemployment rate to its lowest level in three years.

According to Labor Department figures, US firms added only 146,000 jobs in January. The gain in non-farm payrolls was below market expectations of 190,000 new jobs. Nevertheless it was enough to push down the unemployment rate to 5.2%, its lowest level since September 2001. The job gains mean that President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office. He presided over a net fall in jobs up to last November's Presidential election - the first President to do so since Herbert Hoover. As a result, job creation became a key issue in last year's election. However, when adding December and January's figures, the administration's first term jobs record ended in positive territory.

The Labor Department also said it had revised down the jobs gains in December 2004, from 157,000 to 133,000.

Analysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions. ""It suggests that employment is continuing to expand at a moderate pace,"" said Rick Egelton, deputy chief economist at BMO Financial Group. ""We are not getting the boost to employment that we would have got given the low value of the dollar and the still relatively low interest rate environment."" ""The economy is producing a moderate but not a satisfying amount of job growth,"" said Ken Mayland, president of ClearView Economics. ""That means there are a limited number of new opportunities for workers.""",jobs growth still slow in the us the us created fewer jobs than expected in january but a fall in jobseekers pushed the unemployment rate to its lowest level in three years according to labor department figures us firms added only 146 000 jobs in january the gain in non farm payrolls was below market expectations of 190 000 new jobs nevertheless it was enough to push down the unemployment rate to 5 2 its lowest level since september 2001 the job gains mean that president bush can celebrate albeit by a very fine margin a net growth in jobs in the us economy in his first term in office he presided over a net fall in jobs up to last november s presidential election the first president to do so since herbert hoover as a result job creation became a key issue in last year s election however when adding december and january s figures the administration s first term jobs record ended in positive territory the labor department also said it had revised down the jobs gains in december 2004 from 157 000 to 133 000 analysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions it suggests that employment is continuing to expand at a moderate pace said rick egelton deputy chief economist at bmo financial group we are not getting the boost to employment that we would have got given the low value of the dollar and the still relatively low interest rate environment the economy is producing a moderate but not a satisfying amount of job growth said ken mayland president of clearview economics that means there are a limited number of new opportunities for workers,4,1,3
"Stars gear up for Bafta ceremony

Film stars from across the globe are preparing to walk the red carpet at this year's Bafta award ceremony.

The 2005 Orange British Academy Film Awards are being held at The Odeon in London's Leicester Square. A host of Hollywood stars, including Cate Blanchett, Leonardo DiCaprio, Keanu Reeves and Richard Gere, are expected to attend Saturday's ceremony. Hosted by Stephen Fry, the glittering ceremony will be broadcast on BBC One at 2010 GMT.

Other actors expected to add to the glamour of the biggest night in UK film are Gael Garcia Bernal, Imelda Staunton, Diane Kruger, Christian Slater, Anjelica Huston, Helen Mirren and former James Bond star Pierce Brosnan. Hollywood blockbuster The Aviator, starring DiCaprio, leads the field with 14 nominations, including best film.

It is up against Eternal Sunshine of the Spotless Mind, Finding Neverland, The Motorcycle Diaries and British film Vera Drake, which has 11 nominations. British hope Imelda Staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. Other nominees in the best actress category include Charlize Theron for Monster, Ziyi Zhang for House of Flying Daggers and UK star Kate Winslet, who has two nods for her roles in Eternal Sunshine of the Spotless Mind and Finding Neverland.

DiCaprio faces competition from Bernal, Jamie Foxx, Jim Carrey and Johnny Depp in the best actor category. And British actor Clive Owen is hoping to repeat his Golden Globe success with a best supporting actor award for his role in Closer. His co-star Natalie Portman is up against Blanchett, Heather Craney, Julie Cristie and Meryl Streep in the best supporting actress category. Mike Leigh is up for the best director award for Vera Drake, alongside Martin Scorsese for The Aviator, Michael Mann for Collateral, Michel Gondry for Eternal Sunshine of the Spotless Mind and Marc Forster for Finding Neverland.",stars gear up for bafta ceremony film stars from across the globe are preparing to walk the red carpet at this year s bafta award ceremony the 2005 orange british academy film awards are being held at the odeon in london s leicester square a host of hollywood stars including cate blanchett leonardo dicaprio keanu reeves and richard gere are expected to attend saturday s ceremony hosted by stephen fry the glittering ceremony will be broadcast on bbc one at 2010 gmt other actors expected to add to the glamour of the biggest night in uk film are gael garcia bernal imelda staunton diane kruger christian slater anjelica huston helen mirren and former james bond star pierce brosnan hollywood blockbuster the aviator starring dicaprio leads the field with 14 nominations including best film it is up against eternal sunshine of the spotless mind finding neverland the motorcycle diaries and british film vera drake which has 11 nominations british hope imelda staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small budget film other nominees in the best actress category include charlize theron for monster ziyi zhang for house of flying daggers and uk star kate winslet who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland dicaprio faces competition from bernal jamie foxx jim carrey and johnny depp in the best actor category and british actor clive owen is hoping to repeat his golden globe success with a best supporting actor award for his role in closer his co star natalie portman is up against blanchett heather craney julie cristie and meryl streep in the best supporting actress category mike leigh is up for the best director award for vera drake alongside martin scorsese for the aviator michael mann for collateral michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland,4,1,2
"Irish markets reach all-time high

Irish shares have risen to a record high, with investors persuaded to buy into the market by low inflation and strong growth forecasts.

The ISEQ index of leading shares closed up 23 points to 6661.89 on Thursday, fuelled by strong growth in banking and financial stocks. A fall in the rate of inflation to 2.3% in January gave a fresh boost to shares which have advanced 4% this month. The economy is set for strong growth in 2005 while interest rates remain low.

Several of Ireland's biggest companies saw their market value hit recent highs on Thursday. Allied Irish Banks, Ireland's biggest company by capitalisation, touched a five year peak while Bank of Ireland shares rose to their highest level since August 2002.

Telecoms firm Eircom, which recently revealed that it would re-enter the Irish mobile phone market, hit a yearly high. Analysts said that economic conditions were benign and Irish shares were still trading at a discount to other European markets. ""Ireland ticks all the boxes as far as international investors are concerned,"" Roy Asher, chief investment officer of Hibernian Investment Managers, told Reuters. ""Buoyant economic conditions are set to continue in Ireland over the next few years and Irish equities continue to offer quality growth at a reasonable valuation.""

Bernard McAlinden, head of equity research at NCB Stockbrokers, said equities represented good value compared to other investments. ""It is still looking good,"" he told Reuters. ""We have seen good economic data on Ireland which benefits the financial stocks."" Ireland's economic 'miracle' is enjoying a second wind, with 5% growth forecast for 2005 and 2006. The economy cooled markedly between 2001 and 2003 after enjoying spectacular growth of more than 10% in 2000. However, it has bounced back strongly with growth of just under 5% expected in 2004.",irish markets reach all time high irish shares have risen to a record high with investors persuaded to buy into the market by low inflation and strong growth forecasts the iseq index of leading shares closed up 23 points to 6661 89 on thursday fuelled by strong growth in banking and financial stocks a fall in the rate of inflation to 2 3 in january gave a fresh boost to shares which have advanced 4 this month the economy is set for strong growth in 2005 while interest rates remain low several of ireland s biggest companies saw their market value hit recent highs on thursday allied irish banks ireland s biggest company by capitalisation touched a five year peak while bank of ireland shares rose to their highest level since august 2002 telecoms firm eircom which recently revealed that it would re enter the irish mobile phone market hit a yearly high analysts said that economic conditions were benign and irish shares were still trading at a discount to other european markets ireland ticks all the boxes as far as international investors are concerned roy asher chief investment officer of hibernian investment managers told reuters buoyant economic conditions are set to continue in ireland over the next few years and irish equities continue to offer quality growth at a reasonable valuation bernard mcalinden head of equity research at ncb stockbrokers said equities represented good value compared to other investments it is still looking good he told reuters we have seen good economic data on ireland which benefits the financial stocks ireland s economic miracle is enjoying a second wind with 5 growth forecast for 2005 and 2006 the economy cooled markedly between 2001 and 2003 after enjoying spectacular growth of more than 10 in 2000 however it has bounced back strongly with growth of just under 5 expected in 2004,4,1,3
